"Pathway","Exposure","Mediator","Outcome","individual_IE","PIP_individual_IE","IED","PIP_IED","IEC","PIP_IEC"
"PI3K/AKT","CNA_AKT1","mRNA_AKT3","Drug_cisplatin","0.00451343","0.1216","0.00452534","0.1122","-1.191e-05","0.016"
"PI3K/AKT","CNA_AKT1","mRNA_AKT1","Drug_cisplatin","0.00040993","0.0351","0.00040361","0.0346","6.32e-06","0.004"
"PI3K/AKT","CNA_AKT1","mRNA_PTEN","Drug_cisplatin","-2.872e-05","0.0057","-1.464e-05","0.0015","-1.408e-05","0.0047"
"PI3K/AKT","CNA_AKT1","mRNA_AKT1S1","Drug_cisplatin","-9.434e-05","0.0176","-5.552e-05","0.0064","-3.883e-05","0.0128"
"PI3K/AKT","CNA_AKT1","Protein_AKT1","Drug_cisplatin","1.627e-05","0.0035","1.654e-05","0.0025","-2.7e-07","0.001"
"PI3K/AKT","CNA_AKT1","Protein_GSK3B","Drug_cisplatin","2.94e-05","0.0106","3.643e-05","0.0087","-7.04e-06","0.0023"
"PI3K/AKT","CNA_AKT1","Protein_GSK3A","Drug_cisplatin","-1.55e-06","0.0048","-5.13e-06","0.001","3.57e-06","0.0038"
"PI3K/AKT","CNA_AKT1","Protein_INPP4B","Drug_cisplatin","1.777e-05","0.0027","1.294e-05","0.0014","4.83e-06","0.0013"
"PI3K/AKT","CNA_AKT1","Protein_CDKN1B","Drug_cisplatin","1.38e-06","0.003","3e-07","0.0015","1.08e-06","0.0015"
"PI3K/AKT","CNA_AKT1","Protein_AKT1S1","Drug_cisplatin","-1.551e-05","0.0042","-9.97e-06","0.0016","-5.53e-06","0.0026"
"PI3K/AKT","CNA_AKT1","Protein_PTEN","Drug_cisplatin","6.2e-07","0.0018","-2.06e-06","2e-04","2.68e-06","0.0016"
"PI3K/AKT","CNA_AKT1","Protein_TSC2","Drug_cisplatin","0.0005892","0.021","0.00058396","0.0196","5.24e-06","0.0014"
"PI3K/AKT","CNA_TSC2","mRNA_GSK3B","Drug_cisplatin","-9e-07","0.0058","-3.9e-06","0.0042","3e-06","0.0022"
"PI3K/AKT","CNA_TSC2","mRNA_TSC2","Drug_cisplatin","0.00018564","0.0256","0.00018087","0.0251","4.77e-06","0.0029"
"PI3K/AKT","CNA_TSC2","mRNA_AKT2","Drug_cisplatin","3.254e-05","0.013","1.215e-05","9e-04","2.039e-05","0.0125"
"PI3K/AKT","CNA_TSC2","mRNA_GSK3A","Drug_cisplatin","-3.913e-05","0.0131","-2.536e-05","0.0038","-1.377e-05","0.0096"
"PI3K/AKT","CNA_TSC2","mRNA_INPP4B","Drug_cisplatin","-1.69e-06","0.0023","-2.47e-06","0.0017","7.8e-07","6e-04"
"PI3K/AKT","CNA_TSC2","mRNA_CDKN1B","Drug_cisplatin","5.189e-05","0.0185","1.107e-05","0.0015","4.082e-05","0.018"
"PI3K/AKT","CNA_TSC2","mRNA_AKT3","Drug_cisplatin","-0.00047152","0.028","-0.00046694","0.022","-4.58e-06","0.0067"
"PI3K/AKT","CNA_TSC2","mRNA_AKT1","Drug_cisplatin","-2.607e-05","0.0161","6.08e-06","8e-04","-3.215e-05","0.0157"
"PI3K/AKT","CNA_TSC2","mRNA_PTEN","Drug_cisplatin","-1.715e-05","0.0052","-1.917e-05","0.0024","2.02e-06","0.0031"
"PI3K/AKT","CNA_TSC2","mRNA_AKT1S1","Drug_cisplatin","-6.4e-06","0.007","6.91e-06","0.0036","-1.331e-05","0.0036"
"PI3K/AKT","CNA_TSC2","Protein_AKT1","Drug_cisplatin","5.28e-06","9e-04","4.36e-06","4e-04","9.2e-07","7e-04"
"PI3K/AKT","CNA_TSC2","Protein_GSK3B","Drug_cisplatin","-6.67e-06","0.0035","-7.18e-06","0.0013","5.2e-07","0.0023"
"PI3K/AKT","CNA_TSC2","Protein_GSK3A","Drug_cisplatin","2.8e-07","0.0023","-1.21e-06","3e-04","1.49e-06","0.002"
"PI3K/AKT","CNA_TSC2","Protein_INPP4B","Drug_cisplatin","8.069e-05","0.0053","8.222e-05","0.0044","-1.53e-06","9e-04"
"PI3K/AKT","CNA_TSC2","Protein_CDKN1B","Drug_cisplatin","-9.23e-06","0.0036","-9.45e-06","0.0021","2.2e-07","0.0015"
"PI3K/AKT","CNA_TSC2","Protein_AKT1S1","Drug_cisplatin","-1.426e-05","0.0061","-8.2e-07","0.0019","-1.344e-05","0.0045"
"PI3K/AKT","CNA_TSC2","Protein_PTEN","Drug_cisplatin","4.96e-06","0.0016","-3.35e-06","4e-04","8.3e-06","0.0012"
"PI3K/AKT","CNA_TSC2","Protein_TSC2","Drug_cisplatin","-0.00048302","0.0189","-0.00047091","0.0178","-1.211e-05","0.0016"
"PI3K/AKT","CNA_AKT2","mRNA_GSK3B","Drug_cisplatin","5e-06","0.0073","7.28e-06","0.001","-2.29e-06","0.0063"
"PI3K/AKT","CNA_AKT2","mRNA_TSC2","Drug_cisplatin","-4.225e-05","0.0111","-5.75e-06","5e-04","-3.651e-05","0.0107"
"PI3K/AKT","CNA_AKT2","mRNA_AKT2","Drug_cisplatin","-1.172e-05","0.035","9.88e-06","0.034","-2.161e-05","0.0059"
"PI3K/AKT","CNA_AKT2","mRNA_GSK3A","Drug_cisplatin","-0.00081327","0.0752","-0.00010256","0.0122","-0.00071071","0.072"
"PI3K/AKT","CNA_AKT2","mRNA_INPP4B","Drug_cisplatin","4.06e-06","0.001","2.05e-06","5e-04","2.01e-06","5e-04"
"PI3K/AKT","CNA_AKT2","mRNA_CDKN1B","Drug_cisplatin","-8.167e-05","0.0114","-1.332e-05","0.0027","-6.835e-05","0.0109"
"PI3K/AKT","CNA_AKT2","mRNA_AKT3","Drug_cisplatin","-3.598e-05","0.0134","-5.165e-05","0.0033","1.567e-05","0.0104"
"PI3K/AKT","CNA_AKT2","mRNA_AKT1","Drug_cisplatin","1.593e-05","0.0048","1.202e-05","4e-04","3.92e-06","0.0045"
"PI3K/AKT","CNA_AKT2","mRNA_PTEN","Drug_cisplatin","3.99e-06","0.0023","1.75e-06","0.001","2.25e-06","0.0014"
"PI3K/AKT","CNA_AKT2","mRNA_AKT1S1","Drug_cisplatin","-1.681e-05","0.0094","-6.2e-06","0.0024","-1.061e-05","0.0072"
"PI3K/AKT","CNA_AKT2","Protein_AKT1","Drug_cisplatin","5.82e-06","0.0013","1.32e-06","4e-04","4.51e-06","9e-04"
"PI3K/AKT","CNA_AKT2","Protein_GSK3B","Drug_cisplatin","2.1e-07","0.0043","2.35e-06","0.0019","-2.14e-06","0.0024"
"PI3K/AKT","CNA_AKT2","Protein_GSK3A","Drug_cisplatin","7.37e-06","0.004","7.45e-06","0.0019","-8e-08","0.0023"
"PI3K/AKT","CNA_AKT2","Protein_INPP4B","Drug_cisplatin","1.54e-06","0.0012","8e-07","6e-04","7.4e-07","7e-04"
"PI3K/AKT","CNA_AKT2","Protein_CDKN1B","Drug_cisplatin","1.05e-05","0.0016","7.41e-06","6e-04","3.09e-06","0.0011"
"PI3K/AKT","CNA_AKT2","Protein_AKT1S1","Drug_cisplatin","2.547e-05","0.0063","1.371e-05","0.0013","1.176e-05","0.005"
"PI3K/AKT","CNA_AKT2","Protein_PTEN","Drug_cisplatin","7.19e-06","0.0021","1.4e-06","7e-04","5.79e-06","0.0014"
"PI3K/AKT","CNA_AKT2","Protein_TSC2","Drug_cisplatin","-0.00014147","0.0118","-0.00012964","0.009","-1.183e-05","0.0028"
"PI3K/AKT","CNA_GSK3A","mRNA_GSK3B","Drug_cisplatin","-1.57e-05","0.0086","-1.663e-05","0.0036","9.3e-07","0.0056"
"PI3K/AKT","CNA_GSK3A","mRNA_TSC2","Drug_cisplatin","-1.935e-05","0.0054","-1.256e-05","0.0011","-6.79e-06","0.0044"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT2","Drug_cisplatin","0.00013022","0.0318","-3e-07","0.002","0.00013052","0.031"
"PI3K/AKT","CNA_GSK3A","mRNA_GSK3A","Drug_cisplatin","0.00430262","0.0862","0.00422665","0.085","7.596e-05","0.0097"
"PI3K/AKT","CNA_GSK3A","mRNA_INPP4B","Drug_cisplatin","-6.2e-06","0.0017","-5.95e-06","0.0012","-2.5e-07","5e-04"
"PI3K/AKT","CNA_GSK3A","mRNA_CDKN1B","Drug_cisplatin","-8.13e-06","0.0026","-7.26e-06","6e-04","-8.6e-07","0.0021"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT3","Drug_cisplatin","-5.27e-06","0.0171","-1.816e-05","0.0092","1.289e-05","0.0083"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT1","Drug_cisplatin","-6.53e-06","0.0049","6.98e-06","6e-04","-1.351e-05","0.0045"
"PI3K/AKT","CNA_GSK3A","mRNA_PTEN","Drug_cisplatin","3.06e-06","0.0023","-1.62e-06","9e-04","4.68e-06","0.0014"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT1S1","Drug_cisplatin","-1.637e-05","0.0108","9.51e-06","0.0011","-2.588e-05","0.0097"
"PI3K/AKT","CNA_GSK3A","Protein_AKT1","Drug_cisplatin","3.73e-06","0.0035","5.99e-06","0.0014","-2.26e-06","0.0021"
"PI3K/AKT","CNA_GSK3A","Protein_GSK3B","Drug_cisplatin","2.98e-06","0.0044","-1.056e-05","0.0019","1.354e-05","0.0026"
"PI3K/AKT","CNA_GSK3A","Protein_GSK3A","Drug_cisplatin","-2.077e-05","0.0067","-1.794e-05","0.0021","-2.83e-06","0.005"
"PI3K/AKT","CNA_GSK3A","Protein_INPP4B","Drug_cisplatin","9.99e-06","0.002","1.141e-05","0.0019","-1.41e-06","3e-04"
"PI3K/AKT","CNA_GSK3A","Protein_CDKN1B","Drug_cisplatin","-7.83e-06","0.0027","-9.24e-06","0.0016","1.42e-06","0.0011"
"PI3K/AKT","CNA_GSK3A","Protein_AKT1S1","Drug_cisplatin","3.24e-06","0.0064","1.77e-06","0.0027","1.47e-06","0.0037"
"PI3K/AKT","CNA_GSK3A","Protein_PTEN","Drug_cisplatin","9.39e-06","0.0018","5.4e-06","2e-04","3.99e-06","0.0016"
"PI3K/AKT","CNA_GSK3A","Protein_TSC2","Drug_cisplatin","-6.971e-05","0.0061","-6.556e-05","0.0048","-4.15e-06","0.0013"
"PI3K/AKT","CNA_AKT1S1","mRNA_GSK3B","Drug_cisplatin","5.74e-06","0.003","-1.8e-07","1e-04","5.92e-06","0.0029"
"PI3K/AKT","CNA_AKT1S1","mRNA_TSC2","Drug_cisplatin","-2.252e-05","0.0054","-8.66e-06","6e-04","-1.386e-05","0.0049"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT2","Drug_cisplatin","4.19e-05","0.009","5.92e-06","7e-04","3.599e-05","0.0086"
"PI3K/AKT","CNA_AKT1S1","mRNA_GSK3A","Drug_cisplatin","-3.164e-05","0.0234","4.493e-05","0.0044","-7.656e-05","0.0201"
"PI3K/AKT","CNA_AKT1S1","mRNA_INPP4B","Drug_cisplatin","2.91e-06","0.0013","2.48e-06","7e-04","4.3e-07","6e-04"
"PI3K/AKT","CNA_AKT1S1","mRNA_CDKN1B","Drug_cisplatin","3.456e-05","0.004","1.77e-05","0.0019","1.686e-05","0.0025"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT3","Drug_cisplatin","0.0002508","0.0316","-2.201e-05","0.0039","0.00027282","0.0281"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT1","Drug_cisplatin","-2.26e-05","0.0087","-2.7e-06","8e-04","-1.99e-05","0.0081"
"PI3K/AKT","CNA_AKT1S1","mRNA_PTEN","Drug_cisplatin","-1.302e-05","0.0049","9.79e-06","0.0014","-2.281e-05","0.0037"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT1S1","Drug_cisplatin","0.00144645","0.0454","0.00143971","0.0454","6.75e-06","0.0015"
"PI3K/AKT","CNA_AKT1S1","Protein_AKT1","Drug_cisplatin","-5.98e-06","0.0075","9.75e-06","0.0012","-1.573e-05","0.0066"
"PI3K/AKT","CNA_AKT1S1","Protein_GSK3B","Drug_cisplatin","7.38e-06","0.013","-9.9e-07","0.0026","8.36e-06","0.0112"
"PI3K/AKT","CNA_AKT1S1","Protein_GSK3A","Drug_cisplatin","-1.639e-05","0.0092","-1.393e-05","0.0066","-2.46e-06","0.0027"
"PI3K/AKT","CNA_AKT1S1","Protein_INPP4B","Drug_cisplatin","-7.18e-06","0.0024","1e-07","7e-04","-7.28e-06","0.0017"
"PI3K/AKT","CNA_AKT1S1","Protein_CDKN1B","Drug_cisplatin","-1.02e-06","0.0059","5.2e-07","8e-04","-1.54e-06","0.0055"
"PI3K/AKT","CNA_AKT1S1","Protein_AKT1S1","Drug_cisplatin","0.00011601","0.0154","8.128e-05","0.0088","3.473e-05","0.0075"
"PI3K/AKT","CNA_AKT1S1","Protein_PTEN","Drug_cisplatin","-1.701e-05","0.0076","0","0","-1.701e-05","0.0076"
"PI3K/AKT","CNA_AKT1S1","Protein_TSC2","Drug_cisplatin","9.032e-05","0.0097","9.187e-05","0.0053","-1.56e-06","0.0044"
"PI3K/AKT","CNA_GSK3B","mRNA_GSK3B","Drug_cisplatin","-0.00152373","0.0468","-0.00150686","0.0458","-1.686e-05","0.0024"
"PI3K/AKT","CNA_GSK3B","mRNA_TSC2","Drug_cisplatin","-1.318e-05","0.0042","-1.023e-05","7e-04","-2.95e-06","0.0036"
"PI3K/AKT","CNA_GSK3B","mRNA_AKT2","Drug_cisplatin","-2.46e-06","0.0085","-3.106e-05","0.0023","2.86e-05","0.0073"
"PI3K/AKT","CNA_GSK3B","mRNA_GSK3A","Drug_cisplatin","-3.69e-06","0.0192","3.458e-05","0.0042","-3.827e-05","0.0164"
"PI3K/AKT","CNA_GSK3B","mRNA_INPP4B","Drug_cisplatin","4.36e-06","0.0013","3.79e-06","9e-04","5.7e-07","5e-04"
"PI3K/AKT","CNA_GSK3B","mRNA_CDKN1B","Drug_cisplatin","1.053e-05","0.0056","9.46e-06","0.0022","1.08e-06","0.0036"
"PI3K/AKT","CNA_GSK3B","mRNA_AKT3","Drug_cisplatin","-0.00015891","0.0198","-0.00014915","0.01","-9.76e-06","0.0101"
"PI3K/AKT","CNA_GSK3B","mRNA_AKT1","Drug_cisplatin","-4.698e-05","0.0146","-7.11e-06","0.0031","-3.988e-05","0.0126"
"PI3K/AKT","CNA_GSK3B","mRNA_PTEN","Drug_cisplatin","1.32e-06","0.0054","7.6e-07","0.0012","5.5e-07","0.0042"
"PI3K/AKT","CNA_GSK3B","mRNA_AKT1S1","Drug_cisplatin","-1.947e-05","0.0053","-1.919e-05","0.0032","-2.8e-07","0.0024"
"PI3K/AKT","CNA_GSK3B","Protein_AKT1","Drug_cisplatin","-1.29e-06","0.0042","9.8e-07","0.0014","-2.28e-06","0.0028"
"PI3K/AKT","CNA_GSK3B","Protein_GSK3B","Drug_cisplatin","-0.00029042","0.0274","-0.00029195","0.0273","1.52e-06","0.0031"
"PI3K/AKT","CNA_GSK3B","Protein_GSK3A","Drug_cisplatin","1.042e-05","0.0171","2.3e-06","0.0029","8.13e-06","0.0157"
"PI3K/AKT","CNA_GSK3B","Protein_INPP4B","Drug_cisplatin","9.477e-05","0.0124","8.448e-05","0.0077","1.029e-05","0.0056"
"PI3K/AKT","CNA_GSK3B","Protein_CDKN1B","Drug_cisplatin","1.3e-07","0.0018","-5.1e-07","5e-04","6.4e-07","0.0013"
"PI3K/AKT","CNA_GSK3B","Protein_AKT1S1","Drug_cisplatin","-2.242e-05","0.0113","-2.777e-05","0.0028","5.36e-06","0.009"
"PI3K/AKT","CNA_GSK3B","Protein_PTEN","Drug_cisplatin","1.714e-05","0.0047","2.521e-05","0.002","-8.07e-06","0.0028"
"PI3K/AKT","CNA_GSK3B","Protein_TSC2","Drug_cisplatin","-5.77e-06","0.0054","-6.88e-06","0.0018","1.11e-06","0.0036"
"PI3K/AKT","CNA_INPP4B","mRNA_GSK3B","Drug_cisplatin","-3.918e-05","0.0035","-3.393e-05","0.0024","-5.25e-06","0.0012"
"PI3K/AKT","CNA_INPP4B","mRNA_TSC2","Drug_cisplatin","-6.22e-06","0.0036","-5.86e-06","0.0023","-3.6e-07","0.0015"
"PI3K/AKT","CNA_INPP4B","mRNA_AKT2","Drug_cisplatin","-1.087e-05","0.0046","-7.3e-06","6e-04","-3.57e-06","0.004"
"PI3K/AKT","CNA_INPP4B","mRNA_GSK3A","Drug_cisplatin","4.342e-05","0.0099","3.196e-05","0.0032","1.146e-05","0.0069"
"PI3K/AKT","CNA_INPP4B","mRNA_INPP4B","Drug_cisplatin","0.00017855","0.027","0.00017827","0.0267","2.7e-07","5e-04"
"PI3K/AKT","CNA_INPP4B","mRNA_CDKN1B","Drug_cisplatin","1.032e-05","0.0049","-2.34e-06","0.0016","1.266e-05","0.0035"
"PI3K/AKT","CNA_INPP4B","mRNA_AKT3","Drug_cisplatin","3.69e-06","0.0119","3.56e-06","0.0057","1.2e-07","0.0063"
"PI3K/AKT","CNA_INPP4B","mRNA_AKT1","Drug_cisplatin","8.09e-06","0.0057","1.39e-05","0.0013","-5.82e-06","0.0047"
"PI3K/AKT","CNA_INPP4B","mRNA_PTEN","Drug_cisplatin","-1.21e-06","0.0015","-8.1e-07","6e-04","-4e-07","9e-04"
"PI3K/AKT","CNA_INPP4B","mRNA_AKT1S1","Drug_cisplatin","1.656e-05","0.0039","2.204e-05","0.0026","-5.48e-06","0.0013"
"PI3K/AKT","CNA_INPP4B","Protein_AKT1","Drug_cisplatin","-1.33e-06","0.0019","-7.7e-07","0.001","-5.6e-07","0.0011"
"PI3K/AKT","CNA_INPP4B","Protein_GSK3B","Drug_cisplatin","-6.8e-07","0.0017","7.88e-06","9e-04","-8.56e-06","8e-04"
"PI3K/AKT","CNA_INPP4B","Protein_GSK3A","Drug_cisplatin","1.4e-05","0.0053","1.014e-05","0.002","3.86e-06","0.0034"
"PI3K/AKT","CNA_INPP4B","Protein_INPP4B","Drug_cisplatin","1.677e-05","0.0012","1.677e-05","0.0011","0","1e-04"
"PI3K/AKT","CNA_INPP4B","Protein_CDKN1B","Drug_cisplatin","-5.64e-06","0.0016","8.5e-07","2e-04","-6.5e-06","0.0014"
"PI3K/AKT","CNA_INPP4B","Protein_AKT1S1","Drug_cisplatin","2.734e-05","0.0049","2.066e-05","0.002","6.68e-06","0.0034"
"PI3K/AKT","CNA_INPP4B","Protein_PTEN","Drug_cisplatin","-3.34e-06","0.0031","1.42e-06","0.0011","-4.76e-06","0.002"
"PI3K/AKT","CNA_INPP4B","Protein_TSC2","Drug_cisplatin","1.27e-05","0.0053","1.11e-05","0.0039","1.59e-06","0.0014"
"PI3K/AKT","mRNA_GSK3B","Protein_AKT1","Drug_cisplatin","-7.841e-05","0.009","-8.681e-05","0.0081","8.4e-06","0.0014"
"PI3K/AKT","mRNA_GSK3B","Protein_GSK3B","Drug_cisplatin","-0.00014556","0.0167","-0.00014074","0.0137","-4.82e-06","0.0037"
"PI3K/AKT","mRNA_GSK3B","Protein_GSK3A","Drug_cisplatin","3.972e-05","0.0191","1.502e-05","0.0015","2.47e-05","0.0183"
"PI3K/AKT","mRNA_GSK3B","Protein_INPP4B","Drug_cisplatin","-6.99e-06","0.004","-2.53e-06","7e-04","-4.46e-06","0.0033"
"PI3K/AKT","mRNA_GSK3B","Protein_CDKN1B","Drug_cisplatin","-7.2e-06","0.0024","-9.79e-06","0.0012","2.58e-06","0.0013"
"PI3K/AKT","mRNA_GSK3B","Protein_AKT1S1","Drug_cisplatin","-1.896e-05","0.0079","-1.939e-05","0.0013","4.2e-07","0.0066"
"PI3K/AKT","mRNA_GSK3B","Protein_PTEN","Drug_cisplatin","-5.09e-06","0.005","3e-06","0.0019","-8.09e-06","0.0031"
"PI3K/AKT","mRNA_GSK3B","Protein_TSC2","Drug_cisplatin","-8.189e-05","0.0074","-7.908e-05","0.0059","-2.81e-06","0.0015"
"PI3K/AKT","mRNA_TSC2","Protein_AKT1","Drug_cisplatin","3.425e-05","0.0039","3.354e-05","0.0033","7.2e-07","8e-04"
"PI3K/AKT","mRNA_TSC2","Protein_GSK3B","Drug_cisplatin","-7.815e-05","0.0059","-6.174e-05","0.0032","-1.641e-05","0.0029"
"PI3K/AKT","mRNA_TSC2","Protein_GSK3A","Drug_cisplatin","-3.44e-06","0.0058","-2.74e-06","0.0023","-7e-07","0.0041"
"PI3K/AKT","mRNA_TSC2","Protein_INPP4B","Drug_cisplatin","-2.4e-07","0.0015","-2.3e-07","9e-04","-1e-08","6e-04"
"PI3K/AKT","mRNA_TSC2","Protein_CDKN1B","Drug_cisplatin","2.57e-06","0.0029","-2.45e-06","6e-04","5.01e-06","0.0023"
"PI3K/AKT","mRNA_TSC2","Protein_AKT1S1","Drug_cisplatin","8.59e-06","0.0062","6.15e-06","0.0019","2.44e-06","0.0043"
"PI3K/AKT","mRNA_TSC2","Protein_PTEN","Drug_cisplatin","2.569e-05","0.0023","2.867e-05","0.0016","-2.98e-06","7e-04"
"PI3K/AKT","mRNA_TSC2","Protein_TSC2","Drug_cisplatin","-0.00038353","0.016","-0.00036912","0.0139","-1.441e-05","0.0022"
"PI3K/AKT","mRNA_AKT2","Protein_AKT1","Drug_cisplatin","-2.3e-06","0.0046","-2.25e-06","0.0012","-5e-08","0.0035"
"PI3K/AKT","mRNA_AKT2","Protein_GSK3B","Drug_cisplatin","-3.68e-06","0.0106","-1.828e-05","0.0055","1.46e-05","0.0055"
"PI3K/AKT","mRNA_AKT2","Protein_GSK3A","Drug_cisplatin","8e-07","0.01","-9.2e-06","0.0054","1.001e-05","0.0048"
"PI3K/AKT","mRNA_AKT2","Protein_INPP4B","Drug_cisplatin","3.6e-06","0.0024","3.9e-07","0.001","3.22e-06","0.0014"
"PI3K/AKT","mRNA_AKT2","Protein_CDKN1B","Drug_cisplatin","2.7e-07","0.0032","-2.93e-06","0.0017","3.21e-06","0.0018"
"PI3K/AKT","mRNA_AKT2","Protein_AKT1S1","Drug_cisplatin","2.898e-05","0.0097","1.237e-05","0.0027","1.661e-05","0.0081"
"PI3K/AKT","mRNA_AKT2","Protein_PTEN","Drug_cisplatin","2.486e-05","0.0042","1.939e-05","0.0031","5.47e-06","0.002"
"PI3K/AKT","mRNA_AKT2","Protein_TSC2","Drug_cisplatin","-0.00043812","0.0209","-0.00043689","0.0173","-1.23e-06","0.0037"
"PI3K/AKT","mRNA_GSK3A","Protein_AKT1","Drug_cisplatin","-6.036e-05","0.0138","-3.635e-05","0.0026","-2.401e-05","0.0126"
"PI3K/AKT","mRNA_GSK3A","Protein_GSK3B","Drug_cisplatin","-1.99e-06","0.0181","-4.47e-06","0.003","2.48e-06","0.0168"
"PI3K/AKT","mRNA_GSK3A","Protein_GSK3A","Drug_cisplatin","6.058e-05","0.0246","7.404e-05","0.0232","-1.346e-05","0.0034"
"PI3K/AKT","mRNA_GSK3A","Protein_INPP4B","Drug_cisplatin","-2.47e-06","0.0019","-2.15e-06","6e-04","-3.2e-07","0.0013"
"PI3K/AKT","mRNA_GSK3A","Protein_CDKN1B","Drug_cisplatin","-1.64e-06","0.0031","5.9e-07","0.001","-2.23e-06","0.0021"
"PI3K/AKT","mRNA_GSK3A","Protein_AKT1S1","Drug_cisplatin","-1.33e-05","0.0161","7.1e-06","0.0019","-2.04e-05","0.0149"
"PI3K/AKT","mRNA_GSK3A","Protein_PTEN","Drug_cisplatin","6.62e-06","0.002","3.88e-06","4e-04","2.74e-06","0.0016"
"PI3K/AKT","mRNA_GSK3A","Protein_TSC2","Drug_cisplatin","-0.0001276","0.0101","-0.00011724","0.006","-1.036e-05","0.0046"
"PI3K/AKT","mRNA_INPP4B","Protein_AKT1","Drug_cisplatin","-3.38e-06","0.0038","-2.39e-06","0.0029","-1e-06","0.0011"
"PI3K/AKT","mRNA_INPP4B","Protein_GSK3B","Drug_cisplatin","2.796e-05","0.0127","1.284e-05","0.0039","1.512e-05","0.0098"
"PI3K/AKT","mRNA_INPP4B","Protein_GSK3A","Drug_cisplatin","-8.13e-06","0.0072","-9.92e-06","0.002","1.8e-06","0.006"
"PI3K/AKT","mRNA_INPP4B","Protein_INPP4B","Drug_cisplatin","0.00182617","0.0419","0.00182134","0.0419","4.83e-06","7e-04"
"PI3K/AKT","mRNA_INPP4B","Protein_CDKN1B","Drug_cisplatin","1.052e-05","0.0038","1.43e-06","0.0021","9.09e-06","0.0018"
"PI3K/AKT","mRNA_INPP4B","Protein_AKT1S1","Drug_cisplatin","-1.395e-05","0.0064","-1.168e-05","0.0017","-2.27e-06","0.0048"
"PI3K/AKT","mRNA_INPP4B","Protein_PTEN","Drug_cisplatin","7.32e-06","0.0035","8.25e-06","0.0011","-9.3e-07","0.0024"
"PI3K/AKT","mRNA_INPP4B","Protein_TSC2","Drug_cisplatin","1.252e-05","0.0067","-3.43e-06","0.0032","1.595e-05","0.0035"
"PI3K/AKT","mRNA_CDKN1B","Protein_AKT1","Drug_cisplatin","-9.69e-06","0.0064","-4.86e-06","5e-04","-4.84e-06","0.0059"
"PI3K/AKT","mRNA_CDKN1B","Protein_GSK3B","Drug_cisplatin","-0.00014004","0.0168","-0.00012564","0.0118","-1.439e-05","0.0074"
"PI3K/AKT","mRNA_CDKN1B","Protein_GSK3A","Drug_cisplatin","-3.416e-05","0.0117","-3.032e-05","0.0043","-3.85e-06","0.0082"
"PI3K/AKT","mRNA_CDKN1B","Protein_INPP4B","Drug_cisplatin","6.32e-06","0.006","-7.19e-06","0.0011","1.351e-05","0.0049"
"PI3K/AKT","mRNA_CDKN1B","Protein_CDKN1B","Drug_cisplatin","2.11e-05","0.0263","2.13e-05","0.0261","-2e-07","0.0017"
"PI3K/AKT","mRNA_CDKN1B","Protein_AKT1S1","Drug_cisplatin","0.00012585","0.026","4.14e-06","0.002","0.00012171","0.0249"
"PI3K/AKT","mRNA_CDKN1B","Protein_PTEN","Drug_cisplatin","6.05e-06","0.0025","7.54e-06","5e-04","-1.5e-06","0.002"
"PI3K/AKT","mRNA_CDKN1B","Protein_TSC2","Drug_cisplatin","-0.00012248","0.024","-1.825e-05","0.0041","-0.00010423","0.0203"
"PI3K/AKT","mRNA_AKT3","Protein_AKT1","Drug_cisplatin","2.126e-05","0.0114","9.33e-06","0.0083","1.192e-05","0.0053"
"PI3K/AKT","mRNA_AKT3","Protein_GSK3B","Drug_cisplatin","-3.102e-05","0.0074","-9.65e-06","0.0023","-2.138e-05","0.0052"
"PI3K/AKT","mRNA_AKT3","Protein_GSK3A","Drug_cisplatin","1.323e-05","0.0124","-7.38e-06","0.0031","2.061e-05","0.0103"
"PI3K/AKT","mRNA_AKT3","Protein_INPP4B","Drug_cisplatin","-0.00019438","0.0129","-0.00019289","0.0108","-1.49e-06","0.0024"
"PI3K/AKT","mRNA_AKT3","Protein_CDKN1B","Drug_cisplatin","2.558e-05","0.0099","3.589e-05","0.0024","-1.032e-05","0.0078"
"PI3K/AKT","mRNA_AKT3","Protein_AKT1S1","Drug_cisplatin","-6.565e-05","0.0131","-6.832e-05","0.0064","2.67e-06","0.0076"
"PI3K/AKT","mRNA_AKT3","Protein_PTEN","Drug_cisplatin","8.76e-06","0.0063","-5.17e-06","0.0034","1.393e-05","0.003"
"PI3K/AKT","mRNA_AKT3","Protein_TSC2","Drug_cisplatin","-0.00033432","0.0183","-0.00030351","0.0123","-3.081e-05","0.0065"
"PI3K/AKT","mRNA_AKT1","Protein_AKT1","Drug_cisplatin","0.00020784","0.0197","0.00019835","0.0194","9.49e-06","0.0032"
"PI3K/AKT","mRNA_AKT1","Protein_GSK3B","Drug_cisplatin","2.513e-05","0.0078","2.778e-05","0.0023","-2.65e-06","0.0057"
"PI3K/AKT","mRNA_AKT1","Protein_GSK3A","Drug_cisplatin","-4.856e-05","0.0241","2.99e-06","0.004","-5.155e-05","0.0227"
