"Pathway","Exposure","Mediator","Outcome","IED","PIP_IED","IEC","PIP_IEC","IE","PIP_IE"
"RAS/MAPK","CNA_MAPK14","mRNA_RPS6KA1","Drug_osimertinib","0.00018954","0.013","-2.871e-05","0.0049","0.00021825","0.0168"
"RAS/MAPK","CNA_MAPK14","mRNA_RAF1","Drug_osimertinib","6.343e-05","0.0049","0.00024103","0.0432","-0.00017761","0.0449"
"RAS/MAPK","CNA_MAPK14","mRNA_MAP2K1","Drug_osimertinib","-1.52e-06","6e-04","-5.75e-06","0.0044","4.23e-06","0.0048"
"RAS/MAPK","CNA_MAPK14","mRNA_JUN","Drug_osimertinib","1.193e-05","0.0011","5.28e-06","0.0029","6.65e-06","0.0039"
"RAS/MAPK","CNA_MAPK14","Protein_ARAF","Drug_osimertinib","8.09e-06","0.006","-1.28e-05","0.0027","2.089e-05","0.0086"
"RAS/MAPK","CNA_MAPK14","Protein_JUN","Drug_osimertinib","-1.123e-05","0.0021","6.7e-07","0.0016","-1.19e-05","0.0037"
"RAS/MAPK","CNA_MAPK14","Protein_RAF1","Drug_osimertinib","-1.75e-05","0.012","6.05e-06","0.0242","-2.354e-05","0.035"
"RAS/MAPK","CNA_MAPK14","Protein_MAPK1","Drug_osimertinib","0","0","1.86e-06","0.0025","-1.86e-06","0.0025"
"RAS/MAPK","CNA_MAPK14","Protein_MAPK8","Drug_osimertinib","-1.222e-05","0.0021","-4e-07","2e-04","-1.182e-05","0.0023"
"RAS/MAPK","CNA_MAPK14","Protein_MAP2K1","Drug_osimertinib","-6.39e-06","0.0018","-8.46e-06","0.0024","2.07e-06","0.0042"
"RAS/MAPK","CNA_MAPK14","Protein_MAPK14","Drug_osimertinib","-4.56e-06","0.0015","2.4e-07","3e-04","-4.8e-06","0.0018"
"RAS/MAPK","CNA_MAPK14","Protein_RPS6KA1","Drug_osimertinib","0.0001205","0.0092","-6.6e-06","0.0028","0.0001271","0.0107"
"RAS/MAPK","CNA_MAPK14","Protein_YBX1","Drug_osimertinib","-5.397e-05","0.0066","3.164e-05","0.0073","-8.561e-05","0.0135"
"RAS/MAPK","CNA_ARAF","mRNA_YBX1","Drug_osimertinib","-5.11e-06","0.0023","6.2e-07","0.0012","-5.73e-06","0.0035"
"RAS/MAPK","CNA_ARAF","mRNA_ARAF","Drug_osimertinib","0.00208372","0.0446","3.02e-06","0.0021","0.0020807","0.0447"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK1","Drug_osimertinib","7.6e-07","3e-04","3.63e-06","0.0025","-2.87e-06","0.0028"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK3","Drug_osimertinib","1.05e-06","2e-04","2.8e-06","0.0028","-1.74e-06","0.003"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK8","Drug_osimertinib","-1.877e-05","0.0018","1.3e-07","0.0018","-1.89e-05","0.0036"
"RAS/MAPK","CNA_ARAF","mRNA_MAPK14","Drug_osimertinib","-1.467e-05","9e-04","0.00011278","0.0177","-0.00012745","0.0186"
"RAS/MAPK","CNA_ARAF","mRNA_RPS6KA1","Drug_osimertinib","3.42e-05","0.0051","-1.366e-05","0.0052","4.785e-05","0.0092"
"RAS/MAPK","CNA_ARAF","mRNA_RAF1","Drug_osimertinib","-5e-08","0.0014","1.244e-05","0.0074","-1.249e-05","0.0088"
"RAS/MAPK","CNA_ARAF","mRNA_MAP2K1","Drug_osimertinib","4.7e-06","6e-04","-2.53e-06","0.0014","7.23e-06","0.002"
"RAS/MAPK","CNA_ARAF","mRNA_JUN","Drug_osimertinib","9.1e-07","0.0012","1.25e-06","0.0013","-3.4e-07","0.0025"
"RAS/MAPK","CNA_ARAF","Protein_ARAF","Drug_osimertinib","2.436e-05","0.0018","7.35e-06","0.0039","1.701e-05","0.0057"
"RAS/MAPK","CNA_ARAF","Protein_JUN","Drug_osimertinib","1.62e-06","9e-04","-9.1e-07","6e-04","2.53e-06","0.0015"
"RAS/MAPK","CNA_ARAF","Protein_RAF1","Drug_osimertinib","0.00015363","0.0126","-6.42e-05","0.0571","0.00021782","0.066"
"RAS/MAPK","CNA_ARAF","Protein_MAPK1","Drug_osimertinib","-3.75e-06","9e-04","-1.8e-07","0.0042","-3.57e-06","0.0048"
"RAS/MAPK","CNA_ARAF","Protein_MAPK8","Drug_osimertinib","1.664e-05","0.0018","0","0","1.664e-05","0.0018"
"RAS/MAPK","CNA_ARAF","Protein_MAP2K1","Drug_osimertinib","-4.4e-06","0.0038","6.5e-07","0.0016","-5.04e-06","0.0048"
"RAS/MAPK","CNA_ARAF","Protein_MAPK14","Drug_osimertinib","6.71e-06","6e-04","6.8e-07","3e-04","6.03e-06","9e-04"
"RAS/MAPK","CNA_ARAF","Protein_RPS6KA1","Drug_osimertinib","-4.481e-05","0.003","-7.7e-07","0.003","-4.404e-05","0.006"
"RAS/MAPK","CNA_ARAF","Protein_YBX1","Drug_osimertinib","0.00022425","0.0351","-3.534e-05","0.0044","0.00025959","0.038"
"RAS/MAPK","mRNA_YBX1","Protein_ARAF","Drug_osimertinib","0.00035211","0.0247","-7.05e-06","0.0042","0.00035916","0.0275"
"RAS/MAPK","mRNA_YBX1","Protein_JUN","Drug_osimertinib","-2.256e-05","0.0029","-6.85e-06","0.0024","-1.571e-05","0.0052"
"RAS/MAPK","mRNA_YBX1","Protein_RAF1","Drug_osimertinib","0.0003772","0.0227","-9.14e-05","0.0257","0.0004686","0.0469"
"RAS/MAPK","mRNA_YBX1","Protein_MAPK1","Drug_osimertinib","-1.612e-05","0.0014","1.376e-05","0.0095","-2.988e-05","0.0106"
"RAS/MAPK","mRNA_YBX1","Protein_MAPK8","Drug_osimertinib","-2.438e-05","0.0041","9e-08","3e-04","-2.447e-05","0.0044"
"RAS/MAPK","mRNA_YBX1","Protein_MAP2K1","Drug_osimertinib","2.582e-05","0.0016","2.568e-05","0.011","1.4e-07","0.0124"
"RAS/MAPK","mRNA_YBX1","Protein_MAPK14","Drug_osimertinib","-4.4e-07","0.001","1.22e-06","0.0018","-1.66e-06","0.0027"
"RAS/MAPK","mRNA_YBX1","Protein_RPS6KA1","Drug_osimertinib","8.765e-05","0.0106","-1.49e-05","0.0086","0.00010255","0.018"
"RAS/MAPK","mRNA_YBX1","Protein_YBX1","Drug_osimertinib","7.137e-05","0.0033","-2.161e-05","0.0169","9.298e-05","0.0196"
"RAS/MAPK","mRNA_ARAF","Protein_ARAF","Drug_osimertinib","6.73e-06","0.0017","7.32e-06","0.0034","-5.9e-07","0.0049"
"RAS/MAPK","mRNA_ARAF","Protein_JUN","Drug_osimertinib","-6.46e-06","3e-04","3.32e-06","0.0012","-9.77e-06","0.0015"
"RAS/MAPK","mRNA_ARAF","Protein_RAF1","Drug_osimertinib","-7.938e-05","0.0069","-1.509e-05","0.0169","-6.43e-05","0.0225"
"RAS/MAPK","mRNA_ARAF","Protein_MAPK1","Drug_osimertinib","-6.19e-06","9e-04","-4.03e-06","0.0027","-2.16e-06","0.0036"
"RAS/MAPK","mRNA_ARAF","Protein_MAPK8","Drug_osimertinib","6.579e-05","0.0066","0","1e-04","6.579e-05","0.0067"
"RAS/MAPK","mRNA_ARAF","Protein_MAP2K1","Drug_osimertinib","1.455e-05","0.0023","-5.44e-06","0.0033","2e-05","0.0054"
"RAS/MAPK","mRNA_ARAF","Protein_MAPK14","Drug_osimertinib","-1.99e-06","0.0012","6.6e-07","3e-04","-2.64e-06","0.0015"
"RAS/MAPK","mRNA_ARAF","Protein_RPS6KA1","Drug_osimertinib","-1.91e-06","9e-04","1.37e-06","0.0029","-3.29e-06","0.0038"
"RAS/MAPK","mRNA_ARAF","Protein_YBX1","Drug_osimertinib","1.792e-05","0.005","2.971e-05","0.0034","-1.179e-05","0.008"
"RAS/MAPK","mRNA_MAPK1","Protein_ARAF","Drug_osimertinib","-5.52e-05","0.0014","0.00024528","0.026","-0.00030048","0.0264"
"RAS/MAPK","mRNA_MAPK1","Protein_JUN","Drug_osimertinib","4.03e-06","0.001","-2.21e-06","0.0047","6.24e-06","0.0057"
"RAS/MAPK","mRNA_MAPK1","Protein_RAF1","Drug_osimertinib","0.00010131","0.0116","-0.00067493","0.0797","0.00077624","0.0861"
"RAS/MAPK","mRNA_MAPK1","Protein_MAPK1","Drug_osimertinib","0.00016123","0.0284","2.16e-06","0.0031","0.00015906","0.0286"
"RAS/MAPK","mRNA_MAPK1","Protein_MAPK8","Drug_osimertinib","-0.00025445","0.0222","-2.34e-06","0.001","-0.00025211","0.0225"
"RAS/MAPK","mRNA_MAPK1","Protein_MAP2K1","Drug_osimertinib","1.469e-05","0.0024","7.41e-06","0.0027","7.28e-06","0.0046"
"RAS/MAPK","mRNA_MAPK1","Protein_MAPK14","Drug_osimertinib","3.138e-05","0.0024","-1e-08","0.0011","3.139e-05","0.0033"
"RAS/MAPK","mRNA_MAPK1","Protein_RPS6KA1","Drug_osimertinib","1.728e-05","0.0022","-7.2e-07","0.0092","1.8e-05","0.0107"
"RAS/MAPK","mRNA_MAPK1","Protein_YBX1","Drug_osimertinib","0.00012841","0.0076","0.00059281","0.0597","-0.0004644","0.0655"
"RAS/MAPK","mRNA_MAPK3","Protein_ARAF","Drug_osimertinib","-2.06e-06","0.0023","4.71e-06","0.002","-6.77e-06","0.0043"
"RAS/MAPK","mRNA_MAPK3","Protein_JUN","Drug_osimertinib","-5.232e-05","0.0092","1.4e-07","6e-04","-5.246e-05","0.0098"
"RAS/MAPK","mRNA_MAPK3","Protein_RAF1","Drug_osimertinib","-0.00017897","0.0157","6.8e-07","0.0107","-0.00017965","0.0256"
"RAS/MAPK","mRNA_MAPK3","Protein_MAPK1","Drug_osimertinib","-1.46e-05","8e-04","-4.97e-06","0.0029","-9.63e-06","0.003"
"RAS/MAPK","mRNA_MAPK3","Protein_MAPK8","Drug_osimertinib","5.8e-07","0.001","7.7e-07","3e-04","-1.9e-07","0.0013"
"RAS/MAPK","mRNA_MAPK3","Protein_MAP2K1","Drug_osimertinib","-4.1e-06","0.0017","-1.35e-06","7e-04","-2.75e-06","0.0024"
"RAS/MAPK","mRNA_MAPK3","Protein_MAPK14","Drug_osimertinib","7.71e-06","0.0022","-2.41e-06","9e-04","1.011e-05","0.0031"
"RAS/MAPK","mRNA_MAPK3","Protein_RPS6KA1","Drug_osimertinib","-5.229e-05","0.0047","-4.63e-06","0.0046","-4.766e-05","0.0092"
"RAS/MAPK","mRNA_MAPK3","Protein_YBX1","Drug_osimertinib","-3.745e-05","0.005","1.152e-05","0.0048","-4.897e-05","0.0096"
"RAS/MAPK","mRNA_MAPK8","Protein_ARAF","Drug_osimertinib","1.233e-05","0.0035","1.75e-06","0.0022","1.058e-05","0.0057"
"RAS/MAPK","mRNA_MAPK8","Protein_JUN","Drug_osimertinib","3.869e-05","0.0074","-7.18e-06","0.001","4.588e-05","0.0083"
"RAS/MAPK","mRNA_MAPK8","Protein_RAF1","Drug_osimertinib","0.0001142","0.0109","-1.617e-05","0.011","0.00013038","0.0211"
"RAS/MAPK","mRNA_MAPK8","Protein_MAPK1","Drug_osimertinib","1.34e-05","0.0013","-2.45e-06","9e-04","1.585e-05","0.0022"
"RAS/MAPK","mRNA_MAPK8","Protein_MAPK8","Drug_osimertinib","-1e-07","9e-04","-2.3e-07","3e-04","1.3e-07","0.0012"
"RAS/MAPK","mRNA_MAPK8","Protein_MAP2K1","Drug_osimertinib","-3.66e-06","0.0047","5.87e-06","0.0027","-9.52e-06","0.0073"
"RAS/MAPK","mRNA_MAPK8","Protein_MAPK14","Drug_osimertinib","-2.73e-06","7e-04","-3.8e-07","0.0017","-2.35e-06","0.0024"
"RAS/MAPK","mRNA_MAPK8","Protein_RPS6KA1","Drug_osimertinib","-2.823e-05","0.0024","1.01e-05","0.0037","-3.833e-05","0.0057"
"RAS/MAPK","mRNA_MAPK8","Protein_YBX1","Drug_osimertinib","-5.644e-05","0.0034","-1.298e-05","0.0058","-4.346e-05","0.0092"
"RAS/MAPK","mRNA_MAPK14","Protein_ARAF","Drug_osimertinib","3.375e-05","0.002","-1.863e-05","0.0065","5.239e-05","0.0082"
"RAS/MAPK","mRNA_MAPK14","Protein_JUN","Drug_osimertinib","1.57e-05","0.0011","3.1e-07","0.0012","1.539e-05","0.0022"
"RAS/MAPK","mRNA_MAPK14","Protein_RAF1","Drug_osimertinib","-0.00015711","0.0095","2.448e-05","0.0222","-0.00018159","0.0304"
"RAS/MAPK","mRNA_MAPK14","Protein_MAPK1","Drug_osimertinib","1.8e-06","0.0025","-1.65e-06","9e-04","3.45e-06","0.0034"
"RAS/MAPK","mRNA_MAPK14","Protein_MAPK8","Drug_osimertinib","1.091e-05","0.002","0","0","1.091e-05","0.002"
"RAS/MAPK","mRNA_MAPK14","Protein_MAP2K1","Drug_osimertinib","-1.922e-05","0.0028","-3.93e-06","0.0032","-1.529e-05","0.0056"
"RAS/MAPK","mRNA_MAPK14","Protein_MAPK14","Drug_osimertinib","-1.76e-06","0.0052","4.9e-07","7e-04","-2.26e-06","0.0059"
"RAS/MAPK","mRNA_MAPK14","Protein_RPS6KA1","Drug_osimertinib","0.00020447","0.0098","-6.21e-06","0.0031","0.00021068","0.0127"
"RAS/MAPK","mRNA_MAPK14","Protein_YBX1","Drug_osimertinib","4.29e-06","0.0096","2.253e-05","0.0064","-1.825e-05","0.0157"
"RAS/MAPK","mRNA_RPS6KA1","Protein_ARAF","Drug_osimertinib","-3.624e-05","0.0117","-3.026e-05","0.01","-5.98e-06","0.02"
"RAS/MAPK","mRNA_RPS6KA1","Protein_JUN","Drug_osimertinib","-2.644e-05","0.0028","1.114e-05","0.0057","-3.757e-05","0.0083"
"RAS/MAPK","mRNA_RPS6KA1","Protein_RAF1","Drug_osimertinib","-0.00344267","0.0879","0.00054859","0.0455","-0.00399126","0.1166"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAPK1","Drug_osimertinib","-4e-06","0.0012","-8.13e-06","0.0049","4.13e-06","0.0058"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAPK8","Drug_osimertinib","6.77e-06","0.0013","-4e-08","8e-04","6.81e-06","0.0021"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAP2K1","Drug_osimertinib","3.468e-05","0.0042","9.929e-05","0.0081","-6.462e-05","0.0118"
"RAS/MAPK","mRNA_RPS6KA1","Protein_MAPK14","Drug_osimertinib","-4.36e-06","0.0021","1.043e-05","0.0021","-1.479e-05","0.0042"
"RAS/MAPK","mRNA_RPS6KA1","Protein_RPS6KA1","Drug_osimertinib","-0.00752563","0.0976","2.047e-05","0.0066","-0.0075461","0.0976"
"RAS/MAPK","mRNA_RPS6KA1","Protein_YBX1","Drug_osimertinib","-1.43e-06","0.0038","0.0001726","0.0389","-0.00017403","0.0415"
"RAS/MAPK","mRNA_RAF1","Protein_ARAF","Drug_osimertinib","4.768e-05","0.0027","5.49e-06","0.0052","4.218e-05","0.0074"
"RAS/MAPK","mRNA_RAF1","Protein_JUN","Drug_osimertinib","1.59e-06","1e-04","2.25e-06","0.0023","-6.6e-07","0.0024"
"RAS/MAPK","mRNA_RAF1","Protein_RAF1","Drug_osimertinib","0.00963158","0.2519","-0.00015882","0.0171","0.0097904","0.2544"
"RAS/MAPK","mRNA_RAF1","Protein_MAPK1","Drug_osimertinib","-4.17e-06","6e-04","-1.1e-07","0.0098","-4.06e-06","0.0104"
"RAS/MAPK","mRNA_RAF1","Protein_MAPK8","Drug_osimertinib","-4.99e-06","0.0016","1.92e-06","0.001","-6.91e-06","0.0026"
"RAS/MAPK","mRNA_RAF1","Protein_MAP2K1","Drug_osimertinib","-2.59e-06","0.0016","5.21e-06","0.0028","-7.81e-06","0.0044"
"RAS/MAPK","mRNA_RAF1","Protein_MAPK14","Drug_osimertinib","-9.25e-06","0.0016","-3.78e-06","0.001","-5.47e-06","0.0025"
"RAS/MAPK","mRNA_RAF1","Protein_RPS6KA1","Drug_osimertinib","3.113e-05","0.0037","-3.277e-05","0.0122","6.391e-05","0.0151"
"RAS/MAPK","mRNA_RAF1","Protein_YBX1","Drug_osimertinib","5.229e-05","0.008","-0.00050943","0.0713","0.00056173","0.0741"
"RAS/MAPK","mRNA_MAP2K1","Protein_ARAF","Drug_osimertinib","7.741e-05","0.0028","0.00026419","0.0374","-0.00018678","0.0388"
"RAS/MAPK","mRNA_MAP2K1","Protein_JUN","Drug_osimertinib","1.79e-06","7e-04","8.1e-07","0.0024","9.8e-07","0.003"
"RAS/MAPK","mRNA_MAP2K1","Protein_RAF1","Drug_osimertinib","-0.00011955","0.0116","0.00023324","0.0375","-0.00035279","0.0466"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAPK1","Drug_osimertinib","1.1e-06","6e-04","7.29e-06","0.0039","-6.19e-06","0.0045"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAPK8","Drug_osimertinib","6.16e-06","0.0013","1.7e-07","3e-04","5.99e-06","0.0016"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAP2K1","Drug_osimertinib","0.00258749","0.0579","-3.296e-05","0.0052","0.00262045","0.0579"
"RAS/MAPK","mRNA_MAP2K1","Protein_MAPK14","Drug_osimertinib","-9e-07","0.0022","-2.88e-06","0.0018","1.98e-06","0.004"
"RAS/MAPK","mRNA_MAP2K1","Protein_RPS6KA1","Drug_osimertinib","0.00095323","0.0402","-2.357e-05","0.0119","0.0009768","0.0464"
"RAS/MAPK","mRNA_MAP2K1","Protein_YBX1","Drug_osimertinib","-8.254e-05","0.0048","2.61e-05","0.0153","-0.00010863","0.0181"
"RAS/MAPK","mRNA_JUN","Protein_ARAF","Drug_osimertinib","5.491e-05","0.0058","1.09e-06","0.0047","5.382e-05","0.0101"
"RAS/MAPK","mRNA_JUN","Protein_JUN","Drug_osimertinib","0.00040734","0.0341","-8.3e-07","0.0011","0.00040817","0.0341"
"RAS/MAPK","mRNA_JUN","Protein_RAF1","Drug_osimertinib","0.00016862","0.0092","-1.14e-06","0.0336","0.00016976","0.0414"
"RAS/MAPK","mRNA_JUN","Protein_MAPK1","Drug_osimertinib","1.863e-05","0.001","1.966e-05","0.0054","-1.03e-06","0.0063"
"RAS/MAPK","mRNA_JUN","Protein_MAPK8","Drug_osimertinib","9.15e-06","0.0015","7.73e-06","0.0025","1.42e-06","0.0038"
"RAS/MAPK","mRNA_JUN","Protein_MAP2K1","Drug_osimertinib","-5.02e-06","0.001","7.87e-06","0.0033","-1.288e-05","0.0043"
"RAS/MAPK","mRNA_JUN","Protein_MAPK14","Drug_osimertinib","-4.889e-05","0.0036","-6e-07","0.0017","-4.83e-05","0.0053"
"RAS/MAPK","mRNA_JUN","Protein_RPS6KA1","Drug_osimertinib","0.00015213","0.0099","4.886e-05","0.0149","0.00010327","0.0244"
"RAS/MAPK","mRNA_JUN","Protein_YBX1","Drug_osimertinib","6.624e-05","0.0136","-4.941e-05","0.0116","0.00011566","0.0229"
"RTK","CNA_SHC1","mRNA_ERBB3","Drug_osimertinib","5.051e-05","0.01","-2.93e-05","0.0124","7.981e-05","0.0202"
"RTK","CNA_SHC1","mRNA_ERBB2","Drug_osimertinib","1.407e-05","0.0076","2.195e-05","0.0121","-7.88e-06","0.018"
"RTK","CNA_SHC1","mRNA_EGFR","Drug_osimertinib","6.002e-05","0.0026","-7.798e-05","0.0114","0.000138","0.0136"
"RTK","CNA_SHC1","mRNA_SHC1","Drug_osimertinib","0.00686624","0.1322","-0.00127004","0.1805","0.00813627","0.2917"
"RTK","CNA_SHC1","mRNA_SRC","Drug_osimertinib","4.97e-06","0.0012","-2.88e-06","7e-04","7.85e-06","0.0016"
"RTK","CNA_SHC1","Protein_EGFR","Drug_osimertinib","2.967e-05","0.0032","-5.62e-05","0.0098","8.587e-05","0.0125"
"RTK","CNA_SHC1","Protein_ERBB2","Drug_osimertinib","-3.34e-06","7e-04","4.7e-06","0.002","-8.04e-06","0.0027"
"RTK","CNA_SHC1","Protein_ERBB3","Drug_osimertinib","-1.9e-06","0.0015","3.95e-06","0.0047","-5.85e-06","0.0061"
"RTK","CNA_SHC1","Protein_SHC1","Drug_osimertinib","-0.06491504","0.7322","0.00027018","0.0238","-0.06518523","0.742"
"RTK","CNA_SHC1","Protein_SRC","Drug_osimertinib","-1.45e-06","3e-04","-4.57e-06","0.0032","3.12e-06","0.0035"
"RTK","CNA_ERBB3","mRNA_ERBB3","Drug_osimertinib","5.24e-06","0.0085","-1.92e-06","0.0032","7.16e-06","0.0111"
"RTK","CNA_ERBB3","mRNA_ERBB2","Drug_osimertinib","1.768e-05","0.0021","2.19e-06","0.0092","1.549e-05","0.011"
"RTK","CNA_ERBB3","mRNA_EGFR","Drug_osimertinib","0","0","3.43e-06","0.0025","-3.43e-06","0.0025"
"RTK","CNA_ERBB3","mRNA_SHC1","Drug_osimertinib","0.00065493","0.0302","-0.00083564","0.1265","0.00149058","0.1504"
"RTK","CNA_ERBB3","mRNA_SRC","Drug_osimertinib","-3.77e-06","6e-04","9.1e-07","3e-04","-4.69e-06","8e-04"
"RTK","CNA_ERBB3","Protein_EGFR","Drug_osimertinib","1.76e-05","0.0049","-6.27e-06","0.0023","2.387e-05","0.0072"
"RTK","CNA_ERBB3","Protein_ERBB2","Drug_osimertinib","-3.8e-06","4e-04","-1.8e-07","5e-04","-3.62e-06","9e-04"
"RTK","CNA_ERBB3","Protein_ERBB3","Drug_osimertinib","5e-08","5e-04","1.11e-06","7e-04","-1.06e-06","0.0012"
"RTK","CNA_ERBB3","Protein_SHC1","Drug_osimertinib","0.0006685","0.0432","-0.00011862","0.0206","0.00078712","0.0627"
"RTK","CNA_ERBB3","Protein_SRC","Drug_osimertinib","5.59e-06","0.0011","8.9e-07","1e-04","4.69e-06","0.0012"
"RTK","CNA_ERBB2","mRNA_ERBB3","Drug_osimertinib","5.31e-06","0.0023","0.00011418","0.027","-0.00010887","0.0274"
"RTK","CNA_ERBB2","mRNA_ERBB2","Drug_osimertinib","0.00011787","0.0271","-2.87e-06","0.005","0.00012074","0.0275"
"RTK","CNA_ERBB2","mRNA_EGFR","Drug_osimertinib","0.00010639","0.0108","-4.553e-05","0.0085","0.00015192","0.0186"
"RTK","CNA_ERBB2","mRNA_SHC1","Drug_osimertinib","-0.00094979","0.0637","0.00237185","0.1885","-0.00332164","0.2289"
"RTK","CNA_ERBB2","mRNA_SRC","Drug_osimertinib","-3.69e-06","6e-04","6e-08","5e-04","-3.76e-06","0.0011"
"RTK","CNA_ERBB2","Protein_EGFR","Drug_osimertinib","4.77e-06","0.0033","-5.512e-05","0.0166","5.99e-05","0.0184"
"RTK","CNA_ERBB2","Protein_ERBB2","Drug_osimertinib","-0.00030221","0.019","8.97e-06","0.0011","-0.00031118","0.0198"
"RTK","CNA_ERBB2","Protein_ERBB3","Drug_osimertinib","-6.9e-06","9e-04","4.311e-05","0.0082","-5.001e-05","0.009"
"RTK","CNA_ERBB2","Protein_SHC1","Drug_osimertinib","0.00026074","0.0494","-5.574e-05","0.0727","0.00031648","0.1179"
"RTK","CNA_ERBB2","Protein_SRC","Drug_osimertinib","-9.71e-06","6e-04","2.188e-05","0.0068","-3.159e-05","0.0073"
"RTK","CNA_SRC","mRNA_ERBB3","Drug_osimertinib","-9.17e-06","0.0024","-2.43e-06","0.0024","-6.75e-06","0.0047"
"RTK","CNA_SRC","mRNA_ERBB2","Drug_osimertinib","-1.714e-05","0.0014","-7.6e-07","0.0042","-1.637e-05","0.0052"
"RTK","CNA_SRC","mRNA_EGFR","Drug_osimertinib","3.6e-07","2e-04","2.438e-05","0.0029","-2.402e-05","0.003"
"RTK","CNA_SRC","mRNA_SHC1","Drug_osimertinib","-0.00088228","0.0316","0.00015971","0.033","-0.00104199","0.0623"
"RTK","CNA_SRC","mRNA_SRC","Drug_osimertinib","1.73e-06","6e-04","0","0","1.73e-06","6e-04"
"RTK","CNA_SRC","Protein_EGFR","Drug_osimertinib","1.224e-05","0.0025","-1.238e-05","0.0014","2.462e-05","0.0036"
"RTK","CNA_SRC","Protein_ERBB2","Drug_osimertinib","-3.89e-06","7e-04","-8.7e-07","0.0017","-3.03e-06","0.0024"
"RTK","CNA_SRC","Protein_ERBB3","Drug_osimertinib","-6.2e-07","0.0012","-1.85e-06","6e-04","1.22e-06","0.0018"
"RTK","CNA_SRC","Protein_SHC1","Drug_osimertinib","-0.00010226","0.0406","-8.485e-05","0.0398","-1.742e-05","0.0792"
"RTK","CNA_SRC","Protein_SRC","Drug_osimertinib","-3.305e-05","0.0027","-4.6e-07","3e-04","-3.26e-05","0.003"
"RTK","CNA_EGFR","mRNA_ERBB3","Drug_osimertinib","-2.928e-05","0.0056","-2.278e-05","0.003","-6.5e-06","0.008"
"RTK","CNA_EGFR","mRNA_ERBB2","Drug_osimertinib","-2.158e-05","0.0036","-1.127e-05","0.0067","-1.031e-05","0.0091"
"RTK","CNA_EGFR","mRNA_EGFR","Drug_osimertinib","-0.00302819","0.062","2.256e-05","0.004","-0.00305075","0.0627"
"RTK","CNA_EGFR","mRNA_SHC1","Drug_osimertinib","0.00034556","0.0328","0.00523844","0.2911","-0.00489288","0.3049"
"RTK","CNA_EGFR","mRNA_SRC","Drug_osimertinib","-2.4e-07","0.0012","6.9e-07","2e-04","-9.4e-07","0.0013"
"RTK","CNA_EGFR","Protein_EGFR","Drug_osimertinib","-0.00036382","0.0226","1.186e-05","0.0041","-0.00037568","0.0258"
"RTK","CNA_EGFR","Protein_ERBB2","Drug_osimertinib","4.27e-06","2e-04","1.18e-06","0.004","3.09e-06","0.0041"
"RTK","CNA_EGFR","Protein_ERBB3","Drug_osimertinib","-1.53e-06","6e-04","1.05e-06","0.0015","-2.57e-06","0.0021"
"RTK","CNA_EGFR","Protein_SHC1","Drug_osimertinib","-0.00357747","0.0929","-9.4e-07","0.0437","-0.00357653","0.1302"
"RTK","CNA_EGFR","Protein_SRC","Drug_osimertinib","-1.05e-06","1e-04","-2.3e-06","0.0019","1.25e-06","0.002"
"RTK","mRNA_ERBB3","Protein_EGFR","Drug_osimertinib","4.53e-06","0.0018","-8.14e-05","0.0183","8.593e-05","0.0192"
"RTK","mRNA_ERBB3","Protein_ERBB2","Drug_osimertinib","-2.92e-06","8e-04","7.25e-06","0.0081","-1.017e-05","0.0089"
"RTK","mRNA_ERBB3","Protein_ERBB3","Drug_osimertinib","0.00058624","0.0373","4.82e-06","0.0027","0.00058141","0.0375"
"RTK","mRNA_ERBB3","Protein_SHC1","Drug_osimertinib","-0.04755518","0.5399","-0.00241874","0.1806","-0.04513644","0.6595"
"RTK","mRNA_ERBB3","Protein_SRC","Drug_osimertinib","2.86e-06","8e-04","-1.188e-05","0.0041","1.474e-05","0.0049"
"RTK","mRNA_ERBB2","Protein_EGFR","Drug_osimertinib","4.797e-05","0.0045","-0.0001752","0.0285","0.00022318","0.0302"
"RTK","mRNA_ERBB2","Protein_ERBB2","Drug_osimertinib","-0.00062445","0.0266","1.84e-06","9e-04","-0.00062629","0.0266"
"RTK","mRNA_ERBB2","Protein_ERBB3","Drug_osimertinib","4.39e-06","0.001","2.35e-05","0.0105","-1.911e-05","0.011"
"RTK","mRNA_ERBB2","Protein_SHC1","Drug_osimertinib","-0.02877536","0.3795","0.00079845","0.0922","-0.02957381","0.4346"
"RTK","mRNA_ERBB2","Protein_SRC","Drug_osimertinib","1.16e-06","7e-04","9.04e-06","0.008","-7.88e-06","0.0085"
"RTK","mRNA_EGFR","Protein_EGFR","Drug_osimertinib","-0.00608832","0.078","1.966e-05","0.0092","-0.00610798","0.0782"
"RTK","mRNA_EGFR","Protein_ERBB2","Drug_osimertinib","2.34e-06","6e-04","-4.7e-05","0.0106","4.934e-05","0.0106"
"RTK","mRNA_EGFR","Protein_ERBB3","Drug_osimertinib","5.12e-06","0.004","1.207e-05","0.0079","-6.94e-06","0.0115"
